title,price,rating,availability,source_url,listing_page,upc,category,price_excl_tax,price_incl_tax,tax,available_units,reviews
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,In stock,https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,37,322a9e34d87f54b1,Fantasy,58.64,58.64,0.0,3,0
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,In stock,https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,37,91eb9605998a7c03,Sequential Art,55.55,55.55,0.0,3,0
The Silkworm (Cormoran Strike #2),23.05,5,In stock,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html,37,f06039c29b5891fa,Mystery,23.05,23.05,0.0,3,0
The Day the Crayons Came Home (Crayons),26.33,5,In stock,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,38,b22362b434e8ee62,Childrens,26.33,26.33,0.0,3,0
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,In stock,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,38,f51062bf579507d9,Default,52.25,52.25,0.0,3,0
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,In stock,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,38,a6ab0cb7106a67f2,Womens Fiction,44.29,44.29,0.0,3,0
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,In stock,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,38,63c0826ef59eae66,Science,57.35,57.35,0.0,3,0
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,In stock,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,38,c6bf14cb901c63ac,Science,13.03,13.03,0.0,3,0
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,In stock,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,38,b3f2bc2cefb35f05,Add a comment,22.13,22.13,0.0,3,0
The Exiled,43.45,3,In stock,https://books.toscrape.com/catalogue/the-exiled_247/index.html,38,dd003e904727281a,Mystery,43.45,43.45,0.0,3,0
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,In stock,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,38,8f5d16a5a9bd58b2,Add a comment,57.48,57.48,0.0,3,0
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,In stock,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,38,bfa9cb304075d3e8,Default,22.14,22.14,0.0,3,0
The Girl with All the Gifts,49.47,3,In stock,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,38,92dcc54a27107a37,Horror,49.47,49.47,0.0,3,0
The Giver (The Giver Quartet #1),12.3,1,In stock,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,38,e2dac1f4739e0bd5,Default,12.3,12.3,0.0,3,0
The Goldfinch,43.58,3,In stock,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,38,c88422d8959260ab,Default,43.58,43.58,0.0,3,0
The Guernsey Literary and Potato Peel Pie Society,49.53,1,In stock,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,38,4a0a276409968a73,Historical Fiction,49.53,49.53,0.0,3,0
The Guns of August,14.54,2,In stock,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,38,b5da59dd177eb36b,History,14.54,14.54,0.0,3,0
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,In stock,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,38,a8b0ea6490bc818f,Add a comment,47.8,47.8,0.0,3,0
The Husband's Secret,52.51,5,In stock,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,38,ff6bb30dd0c482a6,Fiction,52.51,52.51,0.0,3,0
The Infinities,27.41,1,In stock,https://books.toscrape.com/catalogue/the-infinities_257/index.html,38,554e9e2d532b3a87,Fiction,27.41,27.41,0.0,3,0
"The Land of 10,000 Madonnas",29.64,4,In stock,https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,38,35e69a79d2b1e804,Young Adult,29.64,29.64,0.0,3,0
The Last Painting of Sara de Vos,55.55,2,In stock,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,38,476c7972e9b41891,Historical Fiction,55.55,55.55,0.0,3,0
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,In stock,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,38,70c7c3ca7f9b2728,Business,33.92,33.92,0.0,3,0
Shopaholic & Baby (Shopaholic #5),46.45,2,In stock,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,39,c57d3c96af23c297,Default,46.45,46.45,0.0,3,0
Soldier (Talon #3),24.72,2,In stock,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,39,feaaae90514eb2ac,Fantasy,24.72,24.72,0.0,3,0
Something Blue (Darcy & Rachel #2),54.62,1,In stock,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,39,3fc9d51d1c4d6ba7,Womens Fiction,54.62,54.62,0.0,3,0
Something Borrowed (Darcy & Rachel #1),48.96,5,In stock,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,39,ac27ab4bcd9c492e,Womens Fiction,48.96,48.96,0.0,3,0
Spilled Milk: Based on a True Story,49.51,1,In stock,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,39,f08667e4c0458f37,Nonfiction,49.51,49.51,0.0,3,0
Stiff: The Curious Lives of Human Cadavers,36.74,3,In stock,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,39,a11ae5f07572ef49,Nonfiction,36.74,36.74,0.0,3,0
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,In stock,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,39,61002f3b7ba5d780,Science,25.83,25.83,0.0,3,0
The Art of Fielding,22.1,1,In stock,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,39,2858ac90c4758e1f,Fiction,22.1,22.1,0.0,3,0
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,In stock,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,39,311634df10651e05,Food and Drink,34.32,34.32,0.0,3,0
The Autobiography of Malcolm X,23.43,2,In stock,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,39,b04a6a0db525857d,Default,23.43,23.43,0.0,3,0
The Blind Side: Evolution of a Game,53.71,5,In stock,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,39,cd3dcd83bb002e78,Add a comment,53.71,53.71,0.0,3,0
The Book Thief,53.49,2,In stock,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,39,a75e274c8814b539,Default,53.49,53.49,0.0,3,0
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,In stock,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,39,08decd9664e5d56e,Sports and Games,44.84,44.84,0.0,3,0
The Case for Christ (Cases for Christianity),47.84,1,In stock,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,39,970bd3316219e7dc,Add a comment,47.84,47.84,0.0,3,0
The Cat in the Hat (Beginner Books B-1),16.26,2,In stock,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,39,b7f475238ed50429,Childrens,16.26,16.26,0.0,3,0
The Catcher in the Rye,24.55,1,In stock,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,39,487449f4f6322f0f,Add a comment,24.55,24.55,0.0,3,0
The Complete Poems,41.32,5,In stock,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,39,23707d3ddf14a999,Add a comment,41.32,41.32,0.0,3,0
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,In stock,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,39,cad70d6ffd53912f,Classics,26.78,26.78,0.0,3,0
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,In stock,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,39,1be6d3b121865edb,Mystery,19.21,19.21,0.0,3,0
The Da Vinci Code (Robert Langdon #2),22.96,2,In stock,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,39,dabf11918b48b40c,Fiction,22.96,22.96,0.0,3,0
One for the Money (Stephanie Plum #1),32.87,2,In stock,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,40,3250650a5c4e6f07,Default,32.87,32.87,0.0,3,0
Orange Is the New Black,24.61,2,In stock,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,40,8378c899988905ee,Default,24.61,24.61,0.0,3,0
Original Fake,31.45,3,In stock,https://books.toscrape.com/catalogue/original-fake_203/index.html,40,c59283b05905c853,Sequential Art,31.45,31.45,0.0,3,0
Outliers: The Story of Success,14.16,1,In stock,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,40,09a7b0b566ad6225,Nonfiction,14.16,14.16,0.0,3,0
Packing for Mars: The Curious Science of Life in the Void,56.68,2,In stock,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,40,8e2dfd6bcf48e1e6,Default,56.68,56.68,0.0,3,0
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,In stock,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,40,cb62418129b864a3,Sequential Art,39.13,39.13,0.0,3,0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,In stock,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,40,9707989a439757b4,Sequential Art,43.63,43.63,0.0,3,0
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,In stock,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,40,3c565df219ba3274,Default,43.55,43.55,0.0,3,0
Ready Player One,19.07,4,In stock,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,40,2ef5dc7e278e562a,Science Fiction,19.07,19.07,0.0,3,0
Red: The True Story of Red Riding Hood,28.54,3,In stock,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,40,4c8ece50736f9e88,Childrens,28.54,28.54,0.0,3,0
Reservations for Two,11.1,3,In stock,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,40,ecdf73ee66c33b17,Romance,11.1,11.1,0.0,3,0
Rework,44.88,2,In stock,https://books.toscrape.com/catalogue/rework_212/index.html,40,8e9dd8431170c09e,Business,44.88,44.88,0.0,3,0
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,In stock,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,40,89cad3f37c9ce226,Nonfiction,41.67,41.67,0.0,3,0
Rogue Lawyer (Rogue Lawyer #1),50.11,3,In stock,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,40,b4f5672f68ec3a83,Add a comment,50.11,50.11,0.0,3,0
Running with Scissors,12.91,4,In stock,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,40,28921443f052bea6,Autobiography,12.91,12.91,0.0,3,0
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,In stock,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,40,7b870bf85d01c2dc,Sequential Art,21.57,21.57,0.0,3,0
Sarah's Key,46.29,1,In stock,https://books.toscrape.com/catalogue/sarahs-key_217/index.html,40,5b2cd5b31a510848,Add a comment,46.29,46.29,0.0,3,0
Scarlet (The Lunar Chronicles #2),14.57,4,In stock,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,40,510832818edb6fbc,Young Adult,14.57,14.57,0.0,3,0
Seven Brief Lessons on Physics,30.6,4,In stock,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,40,281a244ce1954711,Science,30.6,30.6,0.0,3,0
Seven Days in the Art World,52.33,2,In stock,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,40,07806456878931bc,Add a comment,52.33,52.33,0.0,3,0
Lady Renegades (Rebel Belle #3),53.04,5,In stock,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,41,16e843e6b853cc2f,Young Adult,53.04,53.04,0.0,3,0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,In stock,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,41,190fbebbf798c31a,Humor,55.5,55.5,0.0,3,0
"Lean In: Women, Work, and the Will to Lead",25.02,1,In stock,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,41,d5e1a9bfe22bbf9f,Default,25.02,25.02,0.0,3,0
Legend (Legend #1),43.69,4,In stock,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html,41,0ce8075fab4a2b5b,Young Adult,43.69,43.69,0.0,3,0
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,In stock,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,41,1246e4ffeb5ac4ea,Nonfiction,45.11,45.11,0.0,3,0
Letter to a Christian Nation,22.2,1,In stock,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,41,1de75f05d57bfc10,Nonfiction,22.2,22.2,0.0,3,0
Life After Life,26.13,2,In stock,https://books.toscrape.com/catalogue/life-after-life_187/index.html,41,4ec53ff7e2263f32,Default,26.13,26.13,0.0,3,0
Life Without a Recipe,59.04,5,In stock,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,41,c53d9fefcda371e9,Autobiography,59.04,59.04,0.0,3,0
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,In stock,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,41,4b3f4f151c99f472,Science Fiction,33.26,33.26,0.0,3,0
Lila (Gilead #3),12.47,3,In stock,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,41,4ef75307fb64e2ad,Fiction,12.47,12.47,0.0,3,0
Lust & Wonder,11.87,2,In stock,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,41,0dcadb06206abd3c,Autobiography,11.87,11.87,0.0,3,0
Manuscript Found in Accra,34.98,2,In stock,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,41,546da23278482b0a,Add a comment,34.98,34.98,0.0,3,0
Me Talk Pretty One Day,57.6,2,In stock,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,41,abc4a7ee16c21088,Autobiography,57.6,57.6,0.0,3,0
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,In stock,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,41,e9056f9b5a40a301,Fantasy,55.46,55.46,0.0,3,0
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,In stock,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,41,7980fa06f2b704d8,Nonfiction,57.83,57.83,0.0,3,0
Morning Star (Red Rising #3),29.4,1,In stock,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,41,7ce5a92baabb6bc0,Default,29.4,29.4,0.0,3,0
Naked,31.69,3,In stock,https://books.toscrape.com/catalogue/naked_197/index.html,41,54aeeb4610d3ae08,Humor,31.69,31.69,0.0,3,0
Neither Here nor There: Travels in Europe,38.95,3,In stock,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,41,747cf7fca2ccdbd4,Travel,38.95,38.95,0.0,3,0
Night (The Night Trilogy #1),13.51,1,In stock,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,41,c4d9fce9eff3b8ba,Nonfiction,13.51,13.51,0.0,3,0
Notes from a Small Island (Notes From a Small Island #1),40.17,1,In stock,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,41,cb65e49993db9a93,Nonfiction,40.17,40.17,0.0,3,0
Golden (Heart of Dread #3),42.21,4,In stock,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,42,984b3b6e7479b571,Young Adult,42.21,42.21,0.0,3,0
Gone Girl,37.6,5,In stock,https://books.toscrape.com/catalogue/gone-girl_162/index.html,42,d5c588b6f9c015e4,Default,37.6,37.6,0.0,3,0
Gratitude,26.66,5,In stock,https://books.toscrape.com/catalogue/gratitude_163/index.html,42,c300cc9326592b65,Nonfiction,26.66,26.66,0.0,3,0
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,In stock,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,42,4f6985aca357ae09,Sequential Art,42.72,42.72,0.0,3,0
Green Eggs and Ham (Beginner Books B-16),10.79,4,In stock,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,42,621e2c310cec8d32,Childrens,10.79,10.79,0.0,3,0
Heir to the Sky,44.07,4,In stock,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,42,b003f8bb02f76dc5,Fantasy,44.07,44.07,0.0,3,0
Holidays on Ice,51.07,2,In stock,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,42,0cb4856be3694a57,Humor,51.07,51.07,0.0,3,0
Horrible Bear!,37.52,2,In stock,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,42,cc1ac978a6835ef6,Childrens,37.52,37.52,0.0,3,0
House of Leaves,54.89,1,In stock,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,42,557c03c284be1bf2,Horror,54.89,54.89,0.0,3,0
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,In stock,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,42,1812b8f5641287e3,History,43.7,43.7,0.0,3,0
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,In stock,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,42,6c4d17a46cac8787,Food and Drink,33.14,33.14,0.0,3,0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,In stock,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,42,8010c7c148057fd3,Nonfiction,28.88,28.88,0.0,3,0
I've Got Your Number,19.69,1,In stock,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,42,6b32b561dab8036c,Womens Fiction,19.69,19.69,0.0,3,0
If I Run (If I Run #1),49.97,4,In stock,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,42,61569d12d4ae7161,Christian Fiction,49.97,49.97,0.0,3,0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,In stock,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,42,d8292cd5f1aca291,Nonfiction,28.85,28.85,0.0,3,0
Inferno (Robert Langdon #4),41.0,5,In stock,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,42,6c4646d90b60a56c,Fiction,41.0,41.0,0.0,3,0
Into the Wild,56.7,5,In stock,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,42,a7c3f1010d64799a,Nonfiction,56.7,56.7,0.0,3,0
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,In stock,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,42,034829ffdd0a0aea,Default,20.11,20.11,0.0,3,0
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,In stock,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,42,d4a29356fc992879,Nonfiction,42.38,42.38,0.0,3,0
Jurassic Park (Jurassic Park #1),44.97,1,In stock,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,42,a0dd11f6abc421ec,Fiction,44.97,44.97,0.0,3,0
Cosmos,36.17,2,In stock,https://books.toscrape.com/catalogue/cosmos_141/index.html,43,dbe33cf29ef1623d,Add a comment,36.17,36.17,0.0,3,0
Counting Thyme,10.62,1,In stock,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,43,157f693d9e600ccc,Childrens,10.62,10.62,0.0,3,0
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,In stock,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,43,c9782ad2a0ed9331,Fiction,49.13,49.13,0.0,3,0
Dark Places,23.9,5,In stock,https://books.toscrape.com/catalogue/dark-places_144/index.html,43,66937c669c4da072,Default,23.9,23.9,0.0,3,0
Darkfever (Fever #1),56.02,1,In stock,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,43,468bd274ac084bb9,Fantasy,56.02,56.02,0.0,3,0
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,In stock,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,43,d234ddecef49ef4e,Default,17.81,17.81,0.0,3,0
Dead Wake: The Last Crossing of the Lusitania,39.24,5,In stock,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,43,04d858cdeeee0da4,Default,39.24,39.24,0.0,3,0
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,In stock,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,43,81372abc86f65c79,Nonfiction,15.28,15.28,0.0,3,0
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,In stock,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,43,98330e431e56a9ea,Science Fiction,51.48,51.48,0.0,3,0
Dracula,52.62,3,In stock,https://books.toscrape.com/catalogue/dracula_150/index.html,43,a7ec599c1a547746,Default,52.62,52.62,0.0,3,0
Dune (Dune #1),54.86,1,In stock,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,43,36d5884d44484277,Science Fiction,54.86,54.86,0.0,3,0
Eclipse (Twilight #3),18.74,1,In stock,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,43,73f71f9556442117,Default,18.74,18.74,0.0,3,0
Eragon (The Inheritance Cycle #1),43.87,3,In stock,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,43,b843f52a986a2914,Fantasy,43.87,43.87,0.0,3,0
Extreme Prey (Lucas Davenport #26),25.4,3,In stock,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,43,588ba85ff11a3263,Mystery,25.4,25.4,0.0,3,0
Fellside,38.62,1,In stock,https://books.toscrape.com/catalogue/fellside_155/index.html,43,147019cae600694e,Default,38.62,38.62,0.0,3,0
Fifty Shades Freed (Fifty Shades #3),15.36,5,In stock,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,43,ed813a848580ba50,Adult Fiction,15.36,15.36,0.0,3,0
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,In stock,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,43,2ed3a794a70aa85f,Add a comment,21.28,21.28,0.0,3,0
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,In stock,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,43,a9aa3ed5b316470b,Sports and Games,51.22,51.22,0.0,3,0
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,43,d5f5a122a593b580,Sequential Art,45.17,45.17,0.0,3,0
Girl in the Blue Coat,46.83,2,In stock,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,43,41fc5dce044f16f5,Historical Fiction,46.83,46.83,0.0,3,0
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,In stock,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,44,da0349a87c8caa2f,Nonfiction,56.58,56.58,0.0,3,0
Are We There Yet?,10.66,3,In stock,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,44,ef9c4f2465513956,Childrens,10.66,10.66,0.0,3,0
Ash,22.06,4,In stock,https://books.toscrape.com/catalogue/ash_123/index.html,44,5d22e2a46604b6e7,Fantasy,22.06,22.06,0.0,3,0
Awkward,38.02,2,In stock,https://books.toscrape.com/catalogue/awkward_124/index.html,44,1d89a2aa9f6ce50f,Sequential Art,38.02,38.02,0.0,3,0
Beautiful Creatures (Caster Chronicles #1),21.55,5,In stock,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,44,5439bae708bca198,Default,21.55,21.55,0.0,3,0
Beowulf,38.35,2,In stock,https://books.toscrape.com/catalogue/beowulf_126/index.html,44,3fb69f34e178d494,Classics,38.35,38.35,0.0,3,0
Best of My Love (Fool's Gold #20),27.41,2,In stock,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,44,67dea6c75d6a1075,Romance,27.41,27.41,0.0,3,0
Between Shades of Gray,20.79,5,In stock,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,44,155e42df837ee5ff,Historical Fiction,20.79,20.79,0.0,3,0
Big Little Lies,22.11,1,In stock,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,44,d3f9c4539c0caa64,Fiction,22.11,22.11,0.0,3,0
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,In stock,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,44,15f415d436888b2d,Sequential Art,49.31,49.31,0.0,3,0
Black Flags: The Rise of ISIS,40.87,1,In stock,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,44,860318b8e244f39c,Nonfiction,40.87,40.87,0.0,3,0
Blink: The Power of Thinking Without Thinking,21.74,5,In stock,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,44,0bbc48294707ba96,Nonfiction,21.74,21.74,0.0,3,0
